country,region,year,latitude,longitude,type_of_violence,best
Azerbaijan,Europe,1994,40.2124,46.8209,1,3
Azerbaijan,Europe,1994,39.58333,47.33333,1,100
Azerbaijan,Europe,1994,41.0,45.75,1,2
Russia (Soviet Union),Europe,2008,43.2505,46.5851,1,3
Russia (Soviet Union),Europe,2008,43.8845,41.7304,1,2
Azerbaijan,Europe,1994,39.58333,47.33333,1,0
Russia (Soviet Union),Europe,2008,42.9705,46.0174,1,2
Azerbaijan,Europe,1995,40.5,47.5,1,0
Azerbaijan,Europe,1995,41.118888,45.453888,1,2
Azerbaijan,Europe,1995,40.39528,49.88222,1,2
Azerbaijan,Europe,1995,40.39528,49.88222,1,38
Russia (Soviet Union),Europe,2008,43.1217,45.4801,1,4
Azerbaijan,Europe,2005,40.1534,47.0305,1,1
Azerbaijan,Europe,1997,40.287251,45.91856,1,0
Azerbaijan,Europe,1997,41.26,45.09,1,28
Azerbaijan,Europe,1998,39.3992,47.0283,1,0
Azerbaijan,Europe,1998,40.0,46.583333,1,0
Azerbaijan,Europe,1998,39.983611,46.928611,1,1
Azerbaijan,Europe,1998,40.5,47.5,1,33
Russia (Soviet Union),Europe,2008,43.1488,45.901,1,0
Azerbaijan,Europe,2005,39.983611,46.928611,1,1
Azerbaijan,Europe,2005,40.287251,45.91856,1,1
Azerbaijan,Europe,2005,40.0,46.583333,1,2
Azerbaijan,Europe,2005,40.873445,46.209054,1,1
Azerbaijan,Europe,2005,40.12626,47.025238,1,1
Azerbaijan,Europe,2005,39.983611,46.928611,1,1
Azerbaijan,Europe,2005,40.873445,46.209054,1,1
Azerbaijan,Europe,2005,39.983611,46.928611,1,1
Azerbaijan,Europe,2005,41.0685,45.1229,1,1
Azerbaijan,Europe,2005,40.1352,47.0493,1,1
Azerbaijan,Europe,2005,40.0,47.0,1,1
Azerbaijan,Europe,2005,39.58333,47.33333,1,1
Azerbaijan,Europe,2005,40.0,46.583333,1,0
Azerbaijan,Europe,2005,39.983611,46.928611,1,1
Azerbaijan,Europe,2005,40.0,47.416667,1,1
Azerbaijan,Europe,2012,41.26,45.09,1,2
Azerbaijan,Europe,2012,39.983611,46.928611,1,1
Azerbaijan,Europe,2008,40.0,47.0,1,12
Azerbaijan,Europe,2008,40.0,46.583333,1,0
Azerbaijan,Europe,2008,40.0,46.583333,1,3
Russia (Soviet Union),Europe,2008,42.8625,45.756,1,1
Azerbaijan,Europe,1992,39.5444,45.8113,1,20
Azerbaijan,Europe,1992,39.81744,46.75318,1,1
Azerbaijan,Europe,1992,40.0,46.583333,1,40
Azerbaijan,Europe,1992,40.3217,46.9056,1,43
Azerbaijan,Europe,2012,40.5,47.5,1,5
Azerbaijan,Europe,2012,40.0,46.583333,1,1
Azerbaijan,Europe,2012,40.0,47.0,1,1
Azerbaijan,Europe,2012,39.337716,45.482023,1,1
Azerbaijan,Europe,2012,40.94001,45.48895,1,1
Azerbaijan,Europe,2012,39.983611,46.928611,1,1
Azerbaijan,Europe,2012,40.333333,46.916667,1,1
Azerbaijan,Europe,2012,39.58333,47.33333,1,0
Russia (Soviet Union),Europe,2008,43.7732,41.9143,1,3
Russia (Soviet Union),Europe,2014,42.059,48.2908,1,2
Russia (Soviet Union),Europe,2014,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2008,43.2821,44.916,1,1
Russia (Soviet Union),Europe,2014,43.2018,46.9841,1,2
Russia (Soviet Union),Europe,2014,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2014,43.4846,43.6071,1,4
Russia (Soviet Union),Europe,2014,43.7114,44.8061,1,0
Russia (Soviet Union),Europe,2008,43.2275,44.7646,1,0
Russia (Soviet Union),Europe,2014,43.683333,43.533333,1,3
Russia (Soviet Union),Europe,2014,43.315,45.164,1,1
Russia (Soviet Union),Europe,2014,43.2,44.966667,1,3
Russia (Soviet Union),Europe,2008,43.1194,46.0708,1,1
Russia (Soviet Union),Europe,2009,43.2505,46.5851,1,1
Azerbaijan,Europe,1992,39.600278,47.143056,1,2
Azerbaijan,Europe,1992,40.1399,46.777,1,10
Russia (Soviet Union),Europe,2008,43.4632,45.8617,1,3
Azerbaijan,Europe,1993,39.983611,46.928611,1,5
Azerbaijan,Europe,1994,40.0,46.583333,1,37
Azerbaijan,Europe,1994,40.0,46.583333,1,40
Azerbaijan,Europe,1994,39.65,47.45,1,12
Azerbaijan,Europe,1994,40.0,46.583333,1,4
Russia (Soviet Union),Europe,2012,44.2117,43.1239,1,5
Russia (Soviet Union),Europe,2009,44.0412,43.0661,1,1
Russia (Soviet Union),Europe,2009,43.2281,44.6485,1,2
Russia (Soviet Union),Europe,2009,43.064,45.6527,1,1
Russia (Soviet Union),Europe,2009,42.7364,45.5757,1,5
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2009,43.2503,45.9085,1,3
Russia (Soviet Union),Europe,2012,41.9491,47.9477,1,1
Russia (Soviet Union),Europe,2009,43.2275,44.7646,1,20
Russia (Soviet Union),Europe,2012,42.7347,47.0886,3,1
Russia (Soviet Union),Europe,2009,42.0521,47.938,1,3
Russia (Soviet Union),Europe,2009,43.2854,44.8358,1,1
Russia (Soviet Union),Europe,1991,40.0,46.583333,1,0
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,3
Russia (Soviet Union),Europe,2009,42.1203,47.8789,1,3
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,4
Russia (Soviet Union),Europe,2009,43.2678,46.7297,1,2
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2009,43.8033,43.7735,1,1
Russia (Soviet Union),Europe,2000,42.872,45.6873,3,1
Russia (Soviet Union),Europe,1993,55.7558,37.6173,1,1
Russia (Soviet Union),Europe,2002,55.7558,37.6173,3,4
Russia (Soviet Union),Europe,2009,43.2505,46.5851,1,1
Russia (Soviet Union),Europe,2002,43.2425,46.0019,3,0
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2009,43.2613,44.8106,1,2
Russia (Soviet Union),Europe,2009,43.253,46.3554,1,1
Russia (Soviet Union),Europe,2003,43.3058,45.7477,1,18
Russia (Soviet Union),Europe,2009,42.9624,45.9068,1,1
Russia (Soviet Union),Europe,2001,43.2917,45.8724,3,1
Russia (Soviet Union),Europe,1998,43.3058,45.7477,3,0
Russia (Soviet Union),Europe,2009,43.1911,44.8279,1,1
Russia (Soviet Union),Europe,2009,41.9242,48.0284,1,4
Russia (Soviet Union),Europe,2009,42.1262,48.0653,1,3
Russia (Soviet Union),Europe,2009,43.2275,44.7646,1,3
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2000,43.3058,45.7477,3,0
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2000,42.0236,46.3603,1,5
Russia (Soviet Union),Europe,1996,43.318,45.6982,1,4
Russia (Soviet Union),Europe,2000,43.318,45.6982,1,2
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2009,43.468,43.8396,1,2
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,4
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2009,45.7228,38.5312,1,1
Russia (Soviet Union),Europe,2009,42.9638,46.0519,1,1
Russia (Soviet Union),Europe,2009,43.3204,45.0477,1,1
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2009,43.2962,46.7276,1,2
Russia (Soviet Union),Europe,2000,43.3058,45.7477,3,0
Russia (Soviet Union),Europe,2003,43.3058,45.7477,1,10
Russia (Soviet Union),Europe,2009,43.2186,45.1115,1,10
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,2
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2009,42.8496,47.6269,1,4
Russia (Soviet Union),Europe,2007,43.318,45.6982,1,0
Russia (Soviet Union),Europe,2007,42.708,47.613,1,1
Russia (Soviet Union),Europe,2008,43.3058,45.7477,1,2
Russia (Soviet Union),Europe,2001,43.2917,45.8724,3,4
Russia (Soviet Union),Europe,2009,43.3543,46.6442,1,3
Russia (Soviet Union),Europe,2009,43.3982,42.9214,1,1
Russia (Soviet Union),Europe,2009,42.9809,46.3108,1,1
Russia (Soviet Union),Europe,2005,43.1618,46.0078,1,1
Russia (Soviet Union),Europe,2008,42.0626,48.2548,1,1
Russia (Soviet Union),Europe,2007,43.3204,45.0477,1,0
Russia (Soviet Union),Europe,2005,43.2375,45.0503,1,1
Russia (Soviet Union),Europe,2005,43.864,46.679,1,1
Russia (Soviet Union),Europe,2005,43.2505,46.5851,1,1
Russia (Soviet Union),Europe,2008,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2005,43.2386,45.1714,1,1
Russia (Soviet Union),Europe,2007,42.9526,46.0671,1,6
Russia (Soviet Union),Europe,2007,43.318,45.6982,1,5
Russia (Soviet Union),Europe,2007,43.4678,43.8528,1,0
Russia (Soviet Union),Europe,2005,43.3543,46.6442,1,2
Russia (Soviet Union),Europe,2005,42.8496,47.6269,1,2
Russia (Soviet Union),Europe,2005,43.2382,45.0492,1,1
Russia (Soviet Union),Europe,2007,43.177,45.8938,1,1
Russia (Soviet Union),Europe,2007,43.2275,44.7646,1,0
Russia (Soviet Union),Europe,2008,42.9809,46.3108,1,2
Russia (Soviet Union),Europe,2009,43.0309,45.1003,1,1
Russia (Soviet Union),Europe,2001,43.2917,45.8724,3,1
Russia (Soviet Union),Europe,2009,42.9809,46.3108,1,8
Russia (Soviet Union),Europe,2008,43.0203,45.8935,1,2
Russia (Soviet Union),Europe,2008,43.3058,45.7477,1,1
Russia (Soviet Union),Europe,2008,43.468,43.8396,1,1
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,2
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2005,43.0251,46.1685,1,1
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,2
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,2
Russia (Soviet Union),Europe,2007,43.253,46.3554,1,2
Russia (Soviet Union),Europe,2007,43.2505,46.5851,1,1
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,4
Russia (Soviet Union),Europe,2005,42.956,46.1268,1,1
Russia (Soviet Union),Europe,2007,42.9526,46.0671,1,2
Russia (Soviet Union),Europe,2007,43.4188,46.2861,1,2
Russia (Soviet Union),Europe,2001,43.2917,45.8724,3,1
Russia (Soviet Union),Europe,2007,43.318,45.6982,1,0
Russia (Soviet Union),Europe,2007,43.318,45.6982,1,0
Russia (Soviet Union),Europe,2007,44.2269,42.0468,1,0
Russia (Soviet Union),Europe,2009,43.2349,46.8421,1,2
Russia (Soviet Union),Europe,2005,43.1321,45.7756,1,5
Russia (Soviet Union),Europe,2005,43.6909,46.4481,1,0
Russia (Soviet Union),Europe,2005,42.9526,46.0671,1,3
Russia (Soviet Union),Europe,2005,43.2275,44.7646,1,2
Russia (Soviet Union),Europe,2009,43.1276,45.5406,1,2
Russia (Soviet Union),Europe,2006,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,6
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,1
Russia (Soviet Union),Europe,2007,43.1857,44.904,1,0
Russia (Soviet Union),Europe,2007,43.318,45.6982,1,0
Russia (Soviet Union),Europe,2008,42.9849,47.5046,1,3
Russia (Soviet Union),Europe,2009,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2009,42.9624,45.9068,1,0
Russia (Soviet Union),Europe,2007,42.9682,46.2423,1,1
Russia (Soviet Union),Europe,2009,43.1725,47.0108,1,1
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2005,43.3056,44.9094,1,2
Russia (Soviet Union),Europe,2003,43.1488,45.901,1,2
Russia (Soviet Union),Europe,2007,43.1857,44.904,1,0
Russia (Soviet Union),Europe,2007,43.318,45.6982,1,0
Russia (Soviet Union),Europe,2008,43.0961,45.4065,1,1
Russia (Soviet Union),Europe,2005,43.187861,44.746127,1,4
Russia (Soviet Union),Europe,2005,43.4052,44.8203,1,3
Russia (Soviet Union),Europe,2005,43.4161,44.6918,1,1
Russia (Soviet Union),Europe,2007,43.0197,46.1231,1,1
Russia (Soviet Union),Europe,2007,42.059,48.2908,1,0
Russia (Soviet Union),Europe,2008,42.9821,46.3825,1,1
Russia (Soviet Union),Europe,2009,44.1874,44.8035,1,1
Russia (Soviet Union),Europe,2009,43.0273,44.9949,1,1
Russia (Soviet Union),Europe,2005,43.8485,46.7233,1,3
Russia (Soviet Union),Europe,2005,42.956,46.1268,1,1
Russia (Soviet Union),Europe,2009,43.3058,45.7477,1,1
Russia (Soviet Union),Europe,2005,42.8625,45.756,1,2
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,4
Russia (Soviet Union),Europe,2007,43.3058,45.7477,1,0
Russia (Soviet Union),Europe,2001,43.0964,46.3769,3,8
Russia (Soviet Union),Europe,2008,43.4846,43.6071,1,1
Russia (Soviet Union),Europe,2008,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2005,43.2505,46.5851,1,2
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,2
Russia (Soviet Union),Europe,2005,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2008,43.318,45.6982,1,4
Russia (Soviet Union),Europe,2008,43.3056,44.9094,1,2
Russia (Soviet Union),Europe,2009,43.1905,45.8318,1,1
Russia (Soviet Union),Europe,2008,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2009,43.1905,45.8318,1,1
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,2
Russia (Soviet Union),Europe,2009,42.9705,46.0174,1,1
Russia (Soviet Union),Europe,2008,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2008,42.9526,46.0671,1,2
Russia (Soviet Union),Europe,2005,43.3513,46.2563,1,2
Russia (Soviet Union),Europe,2005,43.0236,46.3603,1,2
Russia (Soviet Union),Europe,2005,43.4052,44.8203,1,2
Russia (Soviet Union),Europe,2008,42.9595,46.1134,1,3
Russia (Soviet Union),Europe,2008,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2007,43.0203,45.8935,1,0
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,0
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,0
Russia (Soviet Union),Europe,2009,43.2917,45.8724,1,1
Russia (Soviet Union),Europe,2009,43.3102,46.508,1,2
Russia (Soviet Union),Europe,2009,43.2911,45.3014,1,1
Russia (Soviet Union),Europe,2005,43.0749,46.347,1,3
Russia (Soviet Union),Europe,2005,42.956,46.1268,1,3
Russia (Soviet Union),Europe,2005,43.1371,45.0893,1,2
Russia (Soviet Union),Europe,2007,42.956,46.1268,1,3
Russia (Soviet Union),Europe,2007,42.5648,47.565,1,0
Russia (Soviet Union),Europe,2008,43.1194,46.0708,1,2
Russia (Soviet Union),Europe,2008,43.3058,45.7477,1,1
Russia (Soviet Union),Europe,2008,43.8845,41.7304,1,1
Russia (Soviet Union),Europe,2005,43.2612,45.1965,1,6
Russia (Soviet Union),Europe,2008,42.9345,45.8678,1,1
Russia (Soviet Union),Europe,2009,42.059,48.2908,1,1
Russia (Soviet Union),Europe,2009,43.4052,44.8203,1,2
Russia (Soviet Union),Europe,2009,43.1445,45.903,1,1
Russia (Soviet Union),Europe,2009,43.3056,44.9094,1,2
Russia (Soviet Union),Europe,2005,42.9849,47.5046,1,3
Russia (Soviet Union),Europe,2005,43.1683,45.3659,1,1
Russia (Soviet Union),Europe,2005,43.0236,46.3603,1,8
Russia (Soviet Union),Europe,2005,42.9849,47.5046,1,2
Russia (Soviet Union),Europe,2005,42.9849,47.5046,1,2
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,2
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,1
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,1
Russia (Soviet Union),Europe,2005,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2008,43.5096,44.5902,1,2
Russia (Soviet Union),Europe,2008,41.6845,48.0563,1,10
Russia (Soviet Union),Europe,2009,43.5096,44.5902,1,1
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,3
Russia (Soviet Union),Europe,2009,43.1953,46.8974,1,1
Russia (Soviet Union),Europe,2009,42.8722,47.4604,1,2
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2005,43.4432,45.7688,1,1
Russia (Soviet Union),Europe,2009,43.087,45.7435,1,3
Russia (Soviet Union),Europe,2005,42.8625,45.756,1,1
Russia (Soviet Union),Europe,2008,43.1911,44.8279,1,1
Russia (Soviet Union),Europe,2008,43.7302,45.1703,1,1
Russia (Soviet Union),Europe,2005,43.440416,46.654904,1,2
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2005,42.9797,45.936,1,1
Russia (Soviet Union),Europe,2007,43.3741,44.7306,1,0
Russia (Soviet Union),Europe,2008,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2008,43.01,45.7057,1,8
Russia (Soviet Union),Europe,2009,43.1627,45.201,1,4
Russia (Soviet Union),Europe,2009,43.2505,46.5851,1,1
Russia (Soviet Union),Europe,2008,44.2269,42.0468,1,2
Russia (Soviet Union),Europe,2009,43.1276,45.5406,1,2
Russia (Soviet Union),Europe,2009,43.2505,46.5851,1,1
Russia (Soviet Union),Europe,2005,42.8625,45.756,1,1
Russia (Soviet Union),Europe,2005,43.2917,45.8724,1,1
Russia (Soviet Union),Europe,2001,43.202,46.0879,3,1
Russia (Soviet Union),Europe,2007,43.1688,44.8131,1,0
Russia (Soviet Union),Europe,2007,43.4052,44.8203,1,1
Russia (Soviet Union),Europe,2008,43.0197,46.1231,1,2
Russia (Soviet Union),Europe,2005,43.3543,46.6442,1,2
Russia (Soviet Union),Europe,2005,43.1445,45.903,1,2
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,1
Russia (Soviet Union),Europe,2007,43.4052,44.8203,1,1
Russia (Soviet Union),Europe,2008,43.3061,44.9893,1,1
Russia (Soviet Union),Europe,2008,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2009,43.064,45.6527,1,2
Russia (Soviet Union),Europe,2005,43.2386,45.1714,1,1
Russia (Soviet Union),Europe,2008,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2008,43.9385,42.482,1,1
Russia (Soviet Union),Europe,2005,43.4188,46.2861,1,2
Russia (Soviet Union),Europe,2005,43.1488,45.901,1,2
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,1
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2005,43.2849,46.4556,1,2
Russia (Soviet Union),Europe,2007,42.9849,47.5046,1,0
Russia (Soviet Union),Europe,2007,43.5096,44.5902,1,0
Russia (Soviet Union),Europe,2008,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2005,43.1872,45.2864,1,2
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,15
Russia (Soviet Union),Europe,2008,43.2524,45.7625,1,1
Russia (Soviet Union),Europe,2006,43.355633,43.939307,1,3
Russia (Soviet Union),Europe,2007,42.3741,47.655,1,4
Russia (Soviet Union),Europe,2008,43.4052,44.8203,1,1
Russia (Soviet Union),Europe,2008,43.0638,45.6513,1,9
Russia (Soviet Union),Europe,2008,43.5096,44.5902,1,1
Russia (Soviet Union),Europe,2009,43.2505,46.5851,1,1
Russia (Soviet Union),Europe,2009,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2005,43.3543,46.6442,1,0
Russia (Soviet Union),Europe,2007,42.4959,47.6089,1,5
Russia (Soviet Union),Europe,2007,42.3741,47.655,1,4
Russia (Soviet Union),Europe,2005,43.1445,45.903,1,1
Russia (Soviet Union),Europe,2008,43.5318,43.5426,1,2
Russia (Soviet Union),Europe,2005,43.2641,45.8259,1,1
Russia (Soviet Union),Europe,2005,43.4846,43.6071,1,2
Russia (Soviet Union),Europe,2006,43.4741,41.7425,1,1
Russia (Soviet Union),Europe,2007,42.3741,47.655,1,0
Russia (Soviet Union),Europe,2008,43.0868,46.3045,1,2
Russia (Soviet Union),Europe,2008,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2009,43.276075,45.132262,1,0
Russia (Soviet Union),Europe,2009,43.1117,45.9901,1,0
Russia (Soviet Union),Europe,2008,43.2505,46.5851,1,1
Russia (Soviet Union),Europe,2008,43.1859,46.15,1,2
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2009,43.4052,44.8203,1,2
Russia (Soviet Union),Europe,2009,42.98055,45.904722,1,4
Russia (Soviet Union),Europe,2009,42.6099,47.5894,1,1
Russia (Soviet Union),Europe,2006,42.8496,47.6269,1,0
Russia (Soviet Union),Europe,2006,43.1321,45.7756,1,2
Russia (Soviet Union),Europe,2005,44.1874,44.8035,1,2
Russia (Soviet Union),Europe,2007,43.0318,45.2623,1,2
Russia (Soviet Union),Europe,1995,43.318,45.6982,3,1
Russia (Soviet Union),Europe,2007,43.5096,44.5902,1,0
Russia (Soviet Union),Europe,2005,43.2286,45.5638,1,1
Russia (Soviet Union),Europe,2005,43.2505,46.5851,1,1
Russia (Soviet Union),Europe,2007,43.318,45.6982,1,0
Russia (Soviet Union),Europe,2008,42.1152,48.1939,1,3
Russia (Soviet Union),Europe,2008,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2005,43.6909,46.4481,1,2
Russia (Soviet Union),Europe,2005,42.533333,46.1,1,2
Russia (Soviet Union),Europe,2009,43.1831,46.661,1,1
Russia (Soviet Union),Europe,2009,42.956,46.1268,1,0
Russia (Soviet Union),Europe,2008,42.9849,47.5046,1,1
Russia (Soviet Union),Europe,2008,43.5096,44.5902,1,1
Russia (Soviet Union),Europe,2008,43.1217,45.4801,1,1
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2009,43.2505,46.5851,1,4
Russia (Soviet Union),Europe,2010,43.5096,44.5902,1,0
Russia (Soviet Union),Europe,2005,42.9849,47.5046,1,4
Russia (Soviet Union),Europe,2006,43.4052,44.8203,1,4
Russia (Soviet Union),Europe,2006,42.9595,46.1134,1,0
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2007,43.7472,44.6571,1,1
Russia (Soviet Union),Europe,2007,43.318,45.6982,1,0
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2007,43.3982,42.9214,1,0
Russia (Soviet Union),Europe,2008,43.3543,46.6442,1,1
Russia (Soviet Union),Europe,2008,42.8214,47.1164,1,1
Russia (Soviet Union),Europe,2009,42.8496,47.6269,1,3
Russia (Soviet Union),Europe,2010,42.8496,47.6269,1,10
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,8
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,3
Russia (Soviet Union),Europe,2005,43.3324,45.8232,1,1
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2006,43.0236,46.3603,1,2
Russia (Soviet Union),Europe,2007,43.1217,45.4801,1,1
Russia (Soviet Union),Europe,2007,43.4052,44.8203,1,0
Russia (Soviet Union),Europe,2007,42.751111,46.906111,1,0
Russia (Soviet Union),Europe,2008,43.3513,46.2563,1,2
Russia (Soviet Union),Europe,2008,43.1217,45.4801,1,3
Russia (Soviet Union),Europe,2001,43.2917,45.8724,3,1
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,1
Russia (Soviet Union),Europe,2005,43.2624,45.5348,1,3
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,2
Russia (Soviet Union),Europe,2006,43.4052,44.8203,1,0
Russia (Soviet Union),Europe,2007,43.1933,44.8887,1,0
Russia (Soviet Union),Europe,2008,43.2386,45.1714,1,0
Russia (Soviet Union),Europe,2009,43.2505,46.5851,1,2
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,6
Russia (Soviet Union),Europe,2012,43.4846,43.6071,1,1
Russia (Soviet Union),Europe,2008,42.4894,45.7736,1,1
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,2
Russia (Soviet Union),Europe,2008,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2009,43.3204,45.0477,1,1
Russia (Soviet Union),Europe,2008,43.3058,45.7477,1,0
Russia (Soviet Union),Europe,2007,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2005,43.2153,46.2837,1,1
Russia (Soviet Union),Europe,2006,43.3058,45.7477,1,0
Russia (Soviet Union),Europe,2006,43.3058,45.7477,1,1
Russia (Soviet Union),Europe,2005,42.9849,47.5046,1,2
Russia (Soviet Union),Europe,2008,43.2917,45.8724,1,1
Russia (Soviet Union),Europe,2009,43.0397,45.7293,1,1
Russia (Soviet Union),Europe,2012,44.5517,44.8317,1,4
Russia (Soviet Union),Europe,2008,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2012,42.2363,48.0406,1,1
Russia (Soviet Union),Europe,2008,43.7641,45.5435,1,3
Russia (Soviet Union),Europe,2009,42.956,46.1268,1,1
Russia (Soviet Union),Europe,2005,43.3058,45.7477,1,1
Russia (Soviet Union),Europe,1995,43.3519,46.1035,3,0
Russia (Soviet Union),Europe,2007,43.3058,45.7477,1,1
Russia (Soviet Union),Europe,2005,43.0236,46.3603,1,2
Russia (Soviet Union),Europe,2007,43.3058,45.7477,1,0
Russia (Soviet Union),Europe,2007,43.3058,45.7477,1,0
Russia (Soviet Union),Europe,2005,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2005,43.2275,44.7646,1,0
Russia (Soviet Union),Europe,2007,43.3058,45.7477,1,2
Russia (Soviet Union),Europe,2007,43.2275,44.7646,1,0
Russia (Soviet Union),Europe,2008,43.4052,44.8203,1,1
Russia (Soviet Union),Europe,2009,42.8214,47.1164,1,1
Russia (Soviet Union),Europe,2009,43.2917,45.8724,1,2
Russia (Soviet Union),Europe,2012,42.4078,47.7517,1,1
Russia (Soviet Union),Europe,2009,42.9849,47.5046,1,0
Russia (Soviet Union),Europe,2005,43.1217,45.4801,1,1
Russia (Soviet Union),Europe,2007,43.2505,46.5851,1,3
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,2
Russia (Soviet Union),Europe,2007,43.3519,46.1035,1,5
Russia (Soviet Union),Europe,2007,43.5096,44.5902,1,2
Russia (Soviet Union),Europe,2008,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2008,43.2505,46.5851,1,1
Russia (Soviet Union),Europe,2005,43.318,45.6982,1,12
Russia (Soviet Union),Europe,2005,43.2275,44.7646,1,1
Russia (Soviet Union),Europe,2007,43.7125,45.133,1,1
Russia (Soviet Union),Europe,2007,43.2275,44.7646,1,0
Russia (Soviet Union),Europe,2008,43.3056,44.9094,1,5
Russia (Soviet Union),Europe,2009,43.3932,43.5629,1,7
Russia (Soviet Union),Europe,2009,43.318,45.6982,1,1
Russia (Soviet Union),Europe,2005,43.2275,44.7646,1,5
Russia (Soviet Union),Europe,2005,42.9816,46.1818,1,2
Russia (Soviet Union),Europe,2005,42.956,46.1268,1,4
